window_id,event_id,location,fold,ground_truth_label,error_type,predicted_prob,threshold_used,confidence_margin,error_confidence,mean_keypoint_vis,min_keypoint_vis,high_vis_ratio,low_vis_ratio,max_down_vel,mean_down_vel,max_vel_mag,mean_vel_mag,peak_abruptness_ratio,down_motion_duration,mean_torso_scale,std_torso_scale
Le2i_Coffee_room_02_video (65)_w022,Le2i_Coffee_room_02_video (65),Coffee_room_02,2,NORMAL,TN,0.056282,0.49,0.433718,0.0,0.4849,0.0,0.4758,0.4933,0.438372,0.015557,0.638664,0.049791,28.1773,16,0.983522,0.031768
Le2i_Coffee_room_02_video (65)_w023,Le2i_Coffee_room_02_video (65),Coffee_room_02,2,NORMAL,TN,0.075587,0.49,0.414413,0.0,0.485,0.0,0.4842,0.497,0.146012,-8.1e-05,0.147316,0.018739,0.0,10,0.999498,0.000451
Le2i_Coffee_room_02_video (65)_w024,Le2i_Coffee_room_02_video (65),Coffee_room_02,2,NORMAL,TN,0.04279,0.49,0.44721,0.0,0.4825,0.0,0.4776,0.4994,0.146012,0.001107,0.199727,0.024884,131.7349,10,0.999445,0.000412
Le2i_Coffee_room_02_video (65)_w025,Le2i_Coffee_room_02_video (65),Coffee_room_02,2,NORMAL,TN,0.019703,0.49,0.470297,0.0,0.4733,0.0,0.4661,0.5139,0.093176,-0.001183,0.199727,0.03842,0.0,9,0.999435,0.000553
Le2i_Coffee_room_02_video (65)_w026,Le2i_Coffee_room_02_video (65),Coffee_room_02,2,NORMAL,TN,0.006473,0.49,0.483527,0.0,0.4724,0.0,0.4691,0.5188,0.15699,-0.002663,0.215469,0.040805,0.0,15,0.998552,0.001303
Le2i_Coffee_room_02_video (66)_w000,Le2i_Coffee_room_02_video (66),Coffee_room_02,2,NORMAL,TN,0.00521,0.49,0.48479,0.0,0.4004,0.0,0.3503,0.6085,0.154599,0.000566,0.261109,0.021872,272.6609,8,0.99798,0.002564
Le2i_Coffee_room_02_video (66)_w001,Le2i_Coffee_room_02_video (66),Coffee_room_02,2,NORMAL,TN,0.009346,0.49,0.480654,0.0,0.3886,0.0,0.3352,0.617,0.154599,-0.002203,0.327965,0.033777,0.0,18,0.997002,0.002597
Le2i_Coffee_room_02_video (66)_w002,Le2i_Coffee_room_02_video (66),Coffee_room_02,2,NORMAL,TN,0.001182,0.49,0.488818,0.0,0.4011,0.0,0.3394,0.583,0.147089,-0.002184,0.327965,0.049421,0.0,18,0.985927,0.015502
Le2i_Coffee_room_02_video (66)_w003,Le2i_Coffee_room_02_video (66),Coffee_room_02,2,NORMAL,TN,9.5e-05,0.49,0.489905,0.0,0.4142,0.0,0.3521,0.5558,0.090241,-0.001694,0.236279,0.037692,0.0,7,0.969624,0.011955
Le2i_Coffee_room_02_video (66)_w004,Le2i_Coffee_room_02_video (66),Coffee_room_02,2,NORMAL,TN,3.4e-05,0.49,0.489966,0.0,0.4231,0.0,0.3667,0.5455,0.087045,0.001185,0.179782,0.030294,73.4181,4,0.964627,0.008657
Le2i_Coffee_room_02_video (66)_w005,Le2i_Coffee_room_02_video (66),Coffee_room_02,2,NORMAL,TN,4.1e-05,0.49,0.489959,0.0,0.4263,0.0,0.3764,0.5455,0.155213,-0.000605,0.179782,0.037521,0.0,10,0.961988,0.020641
Le2i_Coffee_room_02_video (66)_w006,Le2i_Coffee_room_02_video (66),Coffee_room_02,2,NORMAL,TN,5.6e-05,0.49,0.489944,0.0,0.4419,0.0,0.4103,0.5358,0.155213,-0.001305,0.255508,0.042776,0.0,16,0.961474,0.031529
Le2i_Coffee_room_02_video (66)_w007,Le2i_Coffee_room_02_video (66),Coffee_room_02,2,NORMAL,TN,0.00034,0.49,0.48966,0.0,0.4737,0.0,0.4612,0.5055,0.140305,0.003083,0.255508,0.044879,45.4983,21,0.981613,0.031025
Le2i_Coffee_room_02_video (66)_w008,Le2i_Coffee_room_02_video (66),Coffee_room_02,2,NORMAL,TN,0.042796,0.49,0.447204,0.0,0.4895,0.0,0.4842,0.4915,0.13154,0.001461,0.166335,0.032205,89.965,20,0.998939,0.001448
Le2i_Coffee_room_02_video (66)_w009,Le2i_Coffee_room_02_video (66),Coffee_room_02,2,NORMAL,TN,0.079412,0.49,0.410588,0.0,0.4722,0.0,0.4606,0.5121,0.183855,-0.001838,0.197111,0.031588,0.0,20,0.998163,0.00186
Le2i_Coffee_room_02_video (67)_w000,Le2i_Coffee_room_02_video (67),Coffee_room_02,2,NORMAL,TN,0.000285,0.49,0.489715,0.0,0.2015,0.0,0.1527,0.7933,1.099469,-0.031294,8.346819,0.187647,0.0,30,0.774758,0.411484
Le2i_Coffee_room_02_video (67)_w001,Le2i_Coffee_room_02_video (67),Coffee_room_02,2,NORMAL,TN,0.004518,0.49,0.485482,0.0,0.3687,0.0,0.3133,0.6139,0.177375,0.000316,0.183507,0.035848,560.3542,25,0.995058,0.002778
Le2i_Coffee_room_02_video (67)_w002,Le2i_Coffee_room_02_video (67),Coffee_room_02,2,NORMAL,TN,0.000585,0.49,0.489415,0.0,0.4085,0.0,0.3642,0.5764,0.121784,-0.000519,0.23537,0.031588,0.0,15,0.996521,0.002203
Le2i_Coffee_room_02_video (67)_w003,Le2i_Coffee_room_02_video (67),Coffee_room_02,2,NORMAL,TN,7.4e-05,0.49,0.489926,0.0,0.4054,0.0,0.3648,0.5897,0.087529,-0.0005,0.23537,0.033368,0.0,12,0.990111,0.010578
Le2i_Coffee_room_02_video (67)_w004,Le2i_Coffee_room_02_video (67),Coffee_room_02,2,NORMAL,TN,3e-05,0.49,0.48997,0.0,0.4103,0.0,0.3618,0.5745,0.087529,0.000817,0.492481,0.033998,107.0559,8,0.979087,0.008818
Le2i_Coffee_room_02_video (67)_w005,Le2i_Coffee_room_02_video (67),Coffee_room_02,2,NORMAL,TN,5.1e-05,0.49,0.489949,0.0,0.4222,0.0,0.3624,0.5424,0.09039,0.000299,0.492481,0.02591,301.3666,4,0.974659,0.003492
Le2i_Coffee_room_02_video (67)_w006,Le2i_Coffee_room_02_video (67),Coffee_room_02,2,NORMAL,TN,4.4e-05,0.49,0.489956,0.0,0.4456,0.0,0.4036,0.5212,0.318077,-0.001576,0.338182,0.033902,0.0,17,0.977322,0.007151
Le2i_Coffee_room_02_video (67)_w007,Le2i_Coffee_room_02_video (67),Coffee_room_02,2,NORMAL,TN,4.8e-05,0.49,0.489952,0.0,0.4741,0.0,0.4612,0.4945,0.259156,-8.5e-05,0.307579,0.0442,0.0,20,0.989232,0.010415
Le2i_Coffee_room_02_video (67)_w008,Le2i_Coffee_room_02_video (67),Coffee_room_02,2,NORMAL,TN,7.2e-05,0.49,0.489928,0.0,0.4892,0.0,0.4812,0.4848,0.133503,0.001717,0.202251,0.034914,77.7077,11,0.998173,0.001105
Le2i_Coffee_room_02_video (67)_w009,Le2i_Coffee_room_02_video (67),Coffee_room_02,2,NORMAL,TN,0.000533,0.49,0.489467,0.0,0.4911,0.0,0.4818,0.4891,0.129906,0.001017,0.202251,0.031023,127.6444,11,0.996385,0.002753
Le2i_Coffee_room_02_video (67)_w010,Le2i_Coffee_room_02_video (67),Coffee_room_02,2,NORMAL,TN,0.009646,0.49,0.480354,0.0,0.484,0.0,0.4685,0.4964,0.129906,-0.000211,0.137661,0.030021,0.0,10,0.992283,0.004717
Le2i_Coffee_room_02_video (67)_w011,Le2i_Coffee_room_02_video (67),Coffee_room_02,2,NORMAL,TN,0.147983,0.49,0.342017,0.0,0.3886,0.0,0.3412,0.597,0.483776,-0.005015,0.594833,0.03626,0.0,7,0.993255,0.006142
Le2i_Coffee_room_02_video (68)_w000,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.010584,0.49,0.479416,0.0,0.4596,0.0,0.4406,0.5212,0.16752,-0.001706,0.268316,0.040049,0.0,15,0.999423,0.000488
Le2i_Coffee_room_02_video (68)_w001,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.001026,0.49,0.488974,0.0,0.4259,0.0,0.3776,0.5467,0.268464,-0.002092,0.75575,0.074156,0.0,35,0.998542,0.00176
Le2i_Coffee_room_02_video (68)_w002,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.122993,0.49,0.367007,0.0,0.2983,0.0,0.2279,0.6867,2.975493,0.03339,6.057894,0.16184,89.1103,37,0.87814,0.324279
Le2i_Coffee_room_02_video (68)_w003,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.005565,0.49,0.484435,0.0,0.0957,0.0,0.0539,0.9079,2.975493,0.000185,6.057894,0.19209,16039.8301,17,0.419279,0.492713
Le2i_Coffee_room_02_video (68)_w004,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.0,0.49,0.49,0.0,0.1604,0.0,0.1103,0.8412,1.76358,-0.0336,5.938824,0.15593,0.0,20,0.537738,0.496316
Le2i_Coffee_room_02_video (68)_w005,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,1.8e-05,0.49,0.489982,0.0,0.3514,0.0,0.2836,0.6497,1.011896,0.004623,1.987015,0.103726,218.8312,34,0.996286,0.002717
Le2i_Coffee_room_02_video (68)_w006,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,4.1e-05,0.49,0.489959,0.0,0.3939,0.0,0.3491,0.6097,0.268934,-0.000592,0.370661,0.053326,0.0,22,0.997384,0.001306
Le2i_Coffee_room_02_video (68)_w007,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,1.7e-05,0.49,0.489983,0.0,0.4052,0.0,0.3509,0.577,0.21129,7.7e-05,0.45081,0.063773,2720.6672,22,0.994429,0.005247
Le2i_Coffee_room_02_video (68)_w008,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,1.1e-05,0.49,0.489989,0.0,0.4138,0.0,0.3564,0.5497,0.21129,0.000819,0.45081,0.069645,257.6739,23,0.991411,0.005826
Le2i_Coffee_room_02_video (68)_w009,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,1.5e-05,0.49,0.489985,0.0,0.3897,0.0,0.3255,0.5824,0.121207,0.000956,0.341543,0.04836,126.5927,13,0.994519,0.005067
Le2i_Coffee_room_02_video (68)_w010,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,1e-05,0.49,0.48999,0.0,0.3634,0.0,0.2958,0.6139,0.107053,-0.000165,0.353941,0.041132,0.0,8,0.997496,0.00046
Le2i_Coffee_room_02_video (68)_w011,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.000241,0.49,0.489759,0.0,0.311,0.0,0.2461,0.663,3.999182,0.033524,8.113916,0.493656,119.2889,12,0.852514,0.344103
Le2i_Coffee_room_02_video (68)_w012,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.000199,0.49,0.489801,0.0,0.2719,0.0,0.1988,0.7006,3.999182,0.000496,8.113916,0.582434,8040.7592,15,0.748176,0.420526
Le2i_Coffee_room_02_video (68)_w013,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.0,0.49,0.49,0.0,0.35,0.0,0.2818,0.6176,1.221994,-0.035561,7.626947,0.134144,0.0,9,0.888771,0.296331
Le2i_Coffee_room_02_video (68)_w014,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,3e-06,0.49,0.489997,0.0,0.4436,0.0,0.4042,0.517,0.252965,-0.002162,0.741135,0.080492,0.0,16,0.988731,0.008404
Le2i_Coffee_room_02_video (68)_w015,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,4e-06,0.49,0.489996,0.0,0.4732,0.0,0.4473,0.4848,0.28161,0.000865,0.741135,0.084762,325.3612,27,0.993503,0.008615
Le2i_Coffee_room_02_video (68)_w016,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,5.1e-05,0.49,0.489949,0.0,0.4692,0.0,0.4509,0.5006,0.752769,-0.000306,0.801121,0.061292,0.0,29,0.998578,0.000922
Le2i_Coffee_room_02_video (68)_w017,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.000298,0.49,0.489702,0.0,0.4451,0.0,0.4133,0.5339,0.752769,0.002043,0.801121,0.084925,368.2266,34,0.998212,0.003527
Le2i_Coffee_room_02_video (68)_w018,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.000247,0.49,0.489753,0.0,0.4391,0.0,0.4018,0.5352,0.423366,-0.031743,0.984323,0.146988,0.0,39,0.989691,0.012474
Le2i_Coffee_room_02_video (68)_w019,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.000174,0.49,0.489826,0.0,0.459,0.0,0.4509,0.517,0.383657,-0.021616,0.984323,0.149288,0.0,36,0.98846,0.011375
Le2i_Coffee_room_02_video (68)_w020,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.014669,0.49,0.475331,0.0,0.471,0.0,0.4739,0.5152,0.367505,0.009772,0.551152,0.067336,37.6047,22,0.994711,0.002548
Le2i_Coffee_room_02_video (68)_w021,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.003575,0.49,0.486425,0.0,0.4794,0.0,0.4842,0.5036,0.165537,0.002057,0.233103,0.029656,80.4315,9,0.996901,0.003139
Le2i_Coffee_room_02_video (68)_w022,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.005804,0.49,0.484196,0.0,0.4828,0.0,0.4806,0.4885,0.059386,-0.000366,0.219061,0.024935,0.0,5,0.998946,0.000888
Le2i_Coffee_room_02_video (68)_w023,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.005029,0.49,0.484971,0.0,0.4831,0.0,0.4739,0.4848,0.070934,-0.000406,0.219061,0.022886,0.0,8,0.997973,0.000948
Le2i_Coffee_room_02_video (68)_w024,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.004704,0.49,0.485296,0.0,0.4816,0.0,0.4752,0.4915,0.146232,-0.000367,0.146911,0.024201,0.0,14,0.997109,0.000737
Le2i_Coffee_room_02_video (68)_w025,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.00298,0.49,0.48702,0.0,0.4813,0.0,0.4818,0.4994,0.185898,-0.003975,0.186609,0.031062,0.0,14,0.997596,0.001141
Le2i_Coffee_room_02_video (68)_w026,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.003257,0.49,0.486743,0.0,0.4826,0.0,0.4806,0.4976,0.185898,-0.000766,0.186609,0.031127,0.0,11,0.998362,0.000805
Le2i_Coffee_room_02_video (68)_w027,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.003214,0.49,0.486786,0.0,0.4802,0.0,0.48,0.4945,0.506068,0.022431,0.668023,0.080575,22.5598,25,0.999029,0.000913
Le2i_Coffee_room_02_video (68)_w028,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.011855,0.49,0.478145,0.0,0.4799,0.0,0.4842,0.4958,0.629352,0.02212,0.668023,0.089094,28.4505,33,0.999736,0.000315
Le2i_Coffee_room_02_video (68)_w029,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.001201,0.49,0.488799,0.0,0.4873,0.0,0.483,0.4909,0.629352,0.002734,0.653191,0.037899,230.1014,22,0.999601,0.000452
Le2i_Coffee_room_02_video (68)_w030,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,6e-06,0.49,0.489994,0.0,0.4854,0.0,0.4709,0.4897,0.11738,0.000287,0.137973,0.029818,408.1379,15,0.999649,0.000435
Le2i_Coffee_room_02_video (68)_w031,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.0,0.49,0.49,0.0,0.4265,0.0,0.4079,0.5491,0.10312,-0.001348,0.176591,0.035602,0.0,17,0.998633,0.00259
Le2i_Coffee_room_02_video (68)_w032,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.0,0.49,0.49,0.0,0.3621,0.0,0.323,0.6079,0.10312,-0.001145,0.176591,0.032572,0.0,14,0.989238,0.008767
Le2i_Coffee_room_02_video (68)_w033,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.0,0.49,0.49,0.0,0.3372,0.0,0.28,0.6327,0.157304,0.00063,0.167409,0.031902,249.3977,17,0.988549,0.008454
Le2i_Coffee_room_02_video (68)_w034,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,1e-06,0.49,0.489999,0.0,0.3521,0.0,0.2921,0.6327,0.625603,-0.000464,0.823523,0.06646,0.0,31,0.997926,0.003767
Le2i_Coffee_room_02_video (68)_w035,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.000316,0.49,0.489684,0.0,0.3991,0.0,0.3479,0.5945,0.625603,-0.001956,0.834995,0.097794,0.0,40,0.999479,0.0007
Le2i_Coffee_room_02_video (68)_w036,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.000274,0.49,0.489726,0.0,0.37,0.0,0.3067,0.6273,0.422724,-0.00091,0.834995,0.083085,0.0,37,0.999063,0.000733
Le2i_Coffee_room_02_video (68)_w037,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.0,0.49,0.49,0.0,0.2386,0.0,0.1236,0.7636,6.203511,-0.010933,11.504068,0.429262,0.0,30,0.978805,0.139832
Le2i_Coffee_room_02_video (68)_w038,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.0,0.49,0.49,0.0,0.1446,0.0,0.0073,0.8988,6.203511,-0.001135,11.504068,0.485791,0.0,28,0.979015,0.139862
Le2i_Coffee_room_02_video (68)_w039,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,8e-06,0.49,0.489992,0.0,0.2492,0.0,0.1248,0.7782,1.175134,0.006569,2.428961,0.147015,178.8717,31,0.997976,0.002017
Le2i_Coffee_room_02_video (68)_w040,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,6e-06,0.49,0.489994,0.0,0.3736,0.0,0.2879,0.6139,0.509838,0.000538,0.859422,0.100621,945.0928,34,0.996549,0.002873
Le2i_Coffee_room_02_video (68)_w041,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,1e-06,0.49,0.489999,0.0,0.3911,0.0,0.3303,0.6024,0.318671,-0.011091,0.446095,0.080099,0.0,30,0.953969,0.068018
Le2i_Coffee_room_02_video (68)_w042,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.0,0.49,0.49,0.0,0.42,0.0,0.3818,0.5655,0.202328,-0.01016,0.446095,0.080021,0.0,24,0.82184,0.104817
Le2i_Coffee_room_02_video (68)_w043,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.0,0.49,0.49,0.0,0.4363,0.0,0.4109,0.5436,0.239797,0.007756,0.582247,0.088177,30.9122,27,0.803856,0.092294
Le2i_Coffee_room_02_video (68)_w044,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.0,0.49,0.49,0.0,0.4571,0.0,0.4345,0.517,0.239797,0.009951,0.582247,0.081503,24.095,24,0.935763,0.082949
Le2i_Coffee_room_02_video (68)_w045,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,4e-06,0.49,0.489996,0.0,0.4845,0.0,0.48,0.4915,0.654621,-0.01869,0.970152,0.076167,0.0,17,0.996256,0.003494
Le2i_Coffee_room_02_video (68)_w046,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,1e-06,0.49,0.489999,0.0,0.4794,0.0,0.4764,0.503,0.856821,-0.020644,0.970152,0.093216,0.0,23,0.992039,0.00828
Le2i_Coffee_room_02_video (68)_w047,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.0,0.49,0.49,0.0,0.471,0.0,0.4636,0.5152,0.856821,0.000683,0.869687,0.049738,1252.7216,14,0.98324,0.007869
Le2i_Coffee_room_02_video (68)_w048,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,2e-06,0.49,0.489998,0.0,0.4633,0.0,0.4564,0.523,0.138197,-0.000107,0.388738,0.030456,0.0,8,0.983237,0.004956
Le2i_Coffee_room_02_video (68)_w049,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,2e-06,0.49,0.489998,0.0,0.4615,0.0,0.4606,0.5279,0.715822,0.002258,0.725381,0.049287,316.9408,21,0.988432,0.002239
Le2i_Coffee_room_02_video (68)_w050,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.0,0.49,0.49,0.0,0.4559,0.0,0.4515,0.5309,1.152651,0.01743,1.517848,0.11955,66.1271,38,0.980085,0.018074
Le2i_Coffee_room_02_video (68)_w051,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,1e-06,0.49,0.489999,0.0,0.4333,0.0,0.4085,0.5497,1.152651,0.021736,1.517848,0.124179,53.0262,38,0.984287,0.020648
Le2i_Coffee_room_02_video (68)_w052,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.000107,0.49,0.489893,0.0,0.422,0.0,0.3776,0.5606,0.272027,0.00629,0.617697,0.076678,43.2422,29,0.998225,0.002749
Le2i_Coffee_room_02_video (68)_w053,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.003429,0.49,0.486571,0.0,0.4176,0.0,0.3661,0.5612,0.272027,0.001796,0.617697,0.066806,151.3445,27,0.999284,0.000832
Le2i_Coffee_room_02_video (68)_w054,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.00762,0.49,0.48238,0.0,0.4492,0.0,0.4176,0.5267,0.151944,-0.003906,0.223356,0.040042,0.0,16,0.99969,0.000284
Le2i_Coffee_room_02_video (68)_w055,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.002451,0.49,0.487549,0.0,0.4847,0.0,0.4806,0.4873,0.111881,-0.019013,0.29993,0.03912,0.0,10,0.999713,0.000232
Le2i_Coffee_room_02_video (68)_w056,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.005808,0.49,0.484192,0.0,0.4843,0.0,0.483,0.4848,0.111881,-0.015204,0.29993,0.033494,0.0,6,0.999852,0.000161
Le2i_Coffee_room_02_video (68)_w057,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.008151,0.49,0.481849,0.0,0.4857,0.0,0.4836,0.4848,0.069899,-0.002095,0.06998,0.01343,0.0,1,0.999945,3.6e-05
Le2i_Coffee_room_02_video (68)_w058,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.009312,0.49,0.480688,0.0,0.486,0.0,0.4848,0.4848,0.063056,-0.000532,0.077307,0.012093,0.0,1,0.999956,2.3e-05
Le2i_Coffee_room_02_video (68)_w059,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.010959,0.49,0.479041,0.0,0.4861,0.0,0.4848,0.4848,0.057389,0.002464,0.071453,0.012624,23.2856,1,0.999966,2e-05
Le2i_Coffee_room_02_video (68)_w060,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.011401,0.49,0.478599,0.0,0.4862,0.0,0.4848,0.4848,0.057389,0.004303,0.070779,0.013717,13.3334,1,0.999938,6.5e-05
Le2i_Coffee_room_02_video (68)_w061,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.008263,0.49,0.481737,0.0,0.4861,0.0,0.4848,0.4848,0.054461,0.001102,0.072327,0.014227,49.3894,1,0.999948,7.1e-05
Le2i_Coffee_room_02_video (68)_w062,Le2i_Coffee_room_02_video (68),Coffee_room_02,2,NORMAL,TN,0.006328,0.49,0.483672,0.0,0.4857,0.0,0.4848,0.4848,0.054461,-0.000782,0.072327,0.011802,0.0,1,0.999997,3e-06
Le2i_Coffee_room_02_video (69)_w000,Le2i_Coffee_room_02_video (69),Coffee_room_02,2,NORMAL,TN,0.007793,0.49,0.482207,0.0,0.3099,0.0,0.2248,0.6782,0.500307,-0.000254,0.501639,0.039739,0.0,18,0.995206,0.006064
Le2i_Coffee_room_02_video (69)_w001,Le2i_Coffee_room_02_video (69),Coffee_room_02,2,NORMAL,TN,0.000871,0.49,0.489129,0.0,0.3645,0.0,0.2939,0.6236,0.281798,-0.000417,0.402352,0.041753,0.0,23,0.995968,0.00412
Le2i_Coffee_room_02_video (69)_w002,Le2i_Coffee_room_02_video (69),Coffee_room_02,2,NORMAL,TN,0.000155,0.49,0.489845,0.0,0.4277,0.0,0.3818,0.5558,0.413178,-0.003454,0.442725,0.052253,0.0,29,0.99557,0.003764
Le2i_Coffee_room_02_video (69)_w003,Le2i_Coffee_room_02_video (69),Coffee_room_02,2,NORMAL,TN,0.000205,0.49,0.489795,0.0,0.4644,0.0,0.4394,0.5145,0.413178,-6.8e-05,0.442725,0.065756,0.0,32,0.995917,0.004454
Le2i_Coffee_room_02_video (69)_w004,Le2i_Coffee_room_02_video (69),Coffee_room_02,2,NORMAL,TN,0.001723,0.49,0.488277,0.0,0.477,0.0,0.4727,0.5067,0.277545,0.00166,0.30873,0.055927,167.1312,33,0.970597,0.036988
Le2i_Coffee_room_02_video (69)_w005,Le2i_Coffee_room_02_video (69),Coffee_room_02,2,NORMAL,TN,0.024195,0.49,0.465805,0.0,0.4743,0.0,0.4733,0.5152,0.62327,-0.000873,0.647398,0.057556,0.0,30,0.936783,0.03668
Le2i_Coffee_room_02_video (69)_w006,Le2i_Coffee_room_02_video (69),Coffee_room_02,2,NORMAL,TN,0.047606,0.49,0.442394,0.0,0.4736,0.0,0.4703,0.5152,0.62327,-0.001253,0.647398,0.060972,0.0,30,0.901999,0.059252
Le2i_Coffee_room_02_video (69)_w007,Le2i_Coffee_room_02_video (69),Coffee_room_02,2,NORMAL,TN,0.039626,0.49,0.450374,0.0,0.4687,0.0,0.46,0.5152,0.307711,-0.000344,0.368219,0.050659,0.0,27,0.893841,0.072789
Le2i_Coffee_room_02_video (69)_w008,Le2i_Coffee_room_02_video (69),Coffee_room_02,2,NORMAL,TN,0.108339,0.49,0.381661,0.0,0.4676,0.0,0.4612,0.5158,0.183424,0.001695,0.31625,0.048802,108.1578,26,0.937429,0.058056
Le2i_Coffee_room_02_video (69)_w009,Le2i_Coffee_room_02_video (69),Coffee_room_02,2,NORMAL,TN,0.05983,0.49,0.43017,0.0,0.4762,0.0,0.4752,0.5152,0.183424,-0.003535,0.258481,0.049885,0.0,30,0.976098,0.016227
Le2i_Coffee_room_02_video (69)_w010,Le2i_Coffee_room_02_video (69),Coffee_room_02,2,NORMAL,TN,0.040763,0.49,0.449237,0.0,0.4836,0.0,0.4794,0.5055,0.784089,-0.00137,0.798561,0.057296,0.0,31,0.980405,0.016856
Le2i_Coffee_room_02_video (69)_w011,Le2i_Coffee_room_02_video (69),Coffee_room_02,2,NORMAL,TN,0.051931,0.49,0.438069,0.0,0.4738,0.0,0.4673,0.5061,0.784089,-0.002842,0.798561,0.067035,0.0,32,0.981427,0.018591
Le2i_Coffee_room_02_video (69)_w012,Le2i_Coffee_room_02_video (69),Coffee_room_02,2,NORMAL,TN,0.021449,0.49,0.468551,0.0,0.4581,0.0,0.4461,0.5267,0.30253,0.000434,0.431722,0.0665,694.689,31,0.970573,0.030296
